req_id,t,size,op,seq,key,pred_ms,assigned,actual_ms,node_scale_before,node_scale_after
7399,46405987.067,4787,1,1,125,3.424,6,5.038,1.402,1.492
7304,46405987.105,3736,1,0,208,3.329,7,5.005,1.584,1.516
7379,46405987.142,3567,0,1,137,3.162,9,0.006,1.427,1.240
7404,46405987.179,3013,0,0,38,3.140,1,9.004,1.587,1.648
7398,46405987.215,73400320,1,1,291,35.425,4,4.308,0.719,0.644
7364,46405987.252,2335,1,0,291,2.976,5,7.007,1.669,1.606
7403,46405987.288,2975,1,1,777,3.052,6,1.005,1.402,1.434
7337,46405987.325,1849,0,1,645,2.709,7,8.003,1.512,1.588
7391,46405987.362,1279,1,0,510,2.577,9,0.004,1.427,1.178
7407,46405987.398,56623104,0,0,800,30.686,1,6.547,1.587,1.577
7423,46405987.435,1202,1,0,814,2.539,4,1.003,0.719,0.632
7373,46405987.472,5022,1,1,146,3.464,5,3.005,1.669,1.569
7406,46405987.508,3279,1,0,945,3.227,6,3.006,1.402,1.409
7353,46405987.541,4598,0,0,799,3.462,7,4.007,1.512,1.567
7392,46405987.578,3812,1,0,450,3.345,9,7.003,1.427,1.224
7414,46405987.615,1755,1,1,60,2.685,1,8.006,1.587,1.647
7449,46405987.651,73400320,0,1,861,32.705,4,4.755,0.719,0.608
7383,46405987.688,3178,0,1,805,3.077,5,4.009,1.669,1.556
7409,46405987.724,4800,0,0,962,3.497,6,4.004,1.402,1.395
7356,46405987.761,4896,0,0,593,3.513,7,0.006,1.512,1.489
7402,46405987.797,3272,0,0,17,3.200,9,2.007,1.427,1.194
7415,46405987.833,4988,1,1,224,3.459,1,8.006,1.587,1.680
7463,46405987.870,5117,1,1,669,3.480,4,3.503,0.719,0.628
7388,46405987.907,1550,1,1,886,2.606,5,7.008,1.669,1.612
7413,46405987.943,4300,1,1,568,3.337,6,8.003,1.402,1.446
7359,46405987.980,3312,1,0,874,3.235,7,0.004,1.512,1.414
7411,46405988.016,2104,0,1,395,2.793,9,7.004,1.427,1.260
7440,46405988.052,2071,0,1,421,2.782,1,0.007,1.587,1.596
7468,46405988.089,4531,0,0,104,3.451,4,2.002,0.719,0.625
7401,46405988.126,4806,1,0,94,3.535,5,0.006,1.669,1.532
7417,46405988.162,3763,0,0,944,3.305,6,3.005,1.402,1.419
7360,46405988.211,2104,0,0,732,2.889,7,3.003,1.512,1.395
7424,46405988.251,3927,1,1,158,3.264,9,4.005,1.427,1.258
7444,46405988.294,97517568,0,1,546,34.966,1,16.239,1.587,1.540
7470,46405988.332,2697,0,0,525,3.060,4,4.003,0.719,0.659
7408,46405988.369,1427,0,0,845,2.641,5,8.005,1.669,1.607
7422,46405988.407,97517568,1,1,941,37.951,6,15.380,1.402,1.368
7361,46405988.445,3060,1,1,493,3.072,7,6.008,1.512,1.423
7434,46405988.483,55574528,0,0,772,30.553,9,18.623,1.427,1.226
7451,46405988.520,4373,0,0,201,3.422,1,4.004,1.587,1.521
7476,46405988.557,2306,1,0,233,2.967,4,1.503,0.719,0.652
7431,46405988.593,1985,1,1,899,2.767,5,6.006,1.669,1.635
7425,46405988.630,3388,1,1,89,3.149,6,2.005,1.402,1.332
7366,46405988.666,2975,1,0,657,3.153,7,4.004,1.512,1.416
7435,46405988.706,1099,0,1,274,2.397,9,0.005,1.427,1.165
7457,46405988.781,1119,1,0,347,2.496,1,6.006,1.587,1.565
7495,46405988.833,2669,0,0,232,3.053,4,0.002,0.719,0.619
7433,46405988.880,4175,0,0,67,3.386,5,9.006,1.669,1.686
7427,46405988.917,3552,1,0,417,3.289,6,2.003,1.402,1.295
7367,46405988.953,3672,1,0,698,3.315,7,3.006,1.512,1.390
7446,46405988.989,4828,1,1,654,3.432,9,2.004,1.427,1.136
7480,46405989.023,4792,0,0,117,3.496,1,4.019,1.587,1.545
7499,46405989.058,61865984,1,1,683,33.987,4,4.565,0.719,0.595
7436,46405989.093,2362,1,1,789,2.886,5,4.012,1.669,1.671
7428,46405989.159,2922,1,0,113,3.139,6,5.025,1.402,1.311
7389,46405989.206,2574,1,0,470,3.046,7,8.005,1.512,1.452
7447,46405989.245,1675,1,0,237,2.749,9,3.003,1.427,1.133
7505,46405989.281,73400320,1,0,457,35.297,1,15.665,1.587,1.490
7506,46405989.318,55574528,1,0,752,33.028,4,6.795,0.719,0.575
7438,46405989.353,4634,1,0,64,3.505,5,6.012,1.669,1.674
7432,46405989.388,85983232,0,0,913,33.804,6,12.231,1.402,1.263
7400,46405989.424,1638,0,1,907,2.633,7,4.008,1.512,1.456
7460,46405989.462,1391,0,0,828,2.625,9,3.003,1.427,1.134
7517,46405989.499,3594,1,0,570,3.298,1,1.005,1.587,1.430
7516,46405989.533,4740,0,0,252,3.487,4,4.502,0.719,0.611
7442,46405989.568,4651,1,1,271,3.401,5,0.008,1.669,1.590
7439,46405989.602,102760448,0,0,12,35.229,6,11.067,1.402,1.216
7410,46405989.637,4475,1,1,930,3.369,7,7.019,1.512,1.487
7461,46405989.671,2282,1,0,558,2.959,9,8.002,1.427,1.213
7522,46405989.706,1978,1,1,841,2.764,1,9.004,1.587,1.522
7524,46405989.740,3952,1,1,983,3.269,4,0.002,0.719,0.581
7455,46405989.786,1167,1,1,663,2.432,5,7.004,1.669,1.655
7459,46405989.824,2230,1,0,255,2.943,6,7.008,1.402,1.274
7412,46405989.860,95420416,1,0,365,37.580,7,14.169,1.512,1.432
7466,46405989.896,3670,1,0,640,3.315,9,8.009,1.427,1.273
7529,46405989.932,1088,0,0,551,2.480,1,8.005,1.587,1.607
7532,46405989.967,3850,1,0,842,3.353,4,0.002,0.719,0.552
7456,46405990.006,2546,0,1,836,2.921,5,4.007,1.669,1.640
7462,46405990.042,92274688,1,0,934,37.280,6,10.294,1.402,1.224
7418,46405990.080,4920,1,1,659,3.447,7,1.007,1.512,1.375
7471,46405990.114,5020,1,0,134,3.572,9,7.004,1.427,1.307
7530,46405990.149,3611,0,0,566,3.274,1,9.004,1.587,1.664
7534,46405990.183,77594624,1,0,312,35.769,4,7.361,0.719,0.534
7465,46405991.227,3567,1,1,139,3.189,5,3.006,1.669,1.606
7477,46405991.245,4240,1,0,71,3.431,6,7.010,1.402,1.265
7426,46405991.261,4618,0,0,77,3.466,7,5.008,1.512,1.378
7474,46405991.277,4567,1,1,862,3.386,9,2.006,1.427,1.271
7535,46405991.293,90177536,1,1,20,37.238,1,11.565,1.587,1.597
7546,46405991.314,1195,0,0,571,2.534,4,3.503,0.719,0.577
7469,46405991.330,2592,0,1,735,2.933,5,3.006,1.669,1.576
7496,46405991.345,2348,1,1,23,2.881,6,6.006,1.402,1.306
7437,46405991.361,1456,1,1,79,2.566,7,4.007,1.512,1.387
7488,46405991.383,1459,1,0,994,2.660,9,9.007,1.427,1.377
7545,46405991.403,4908,1,1,721,3.445,1,7.004,1.587,1.618
7473,46405991.423,1183,1,1,796,2.440,5,4.006,1.669,1.580
7519,46405991.439,3074,1,0,893,3.178,6,6.003,1.402,1.335
7441,46405991.454,4260,0,1,800,3.297,7,1.005,1.512,1.333
7498,46405991.475,1290,1,1,719,2.492,9,7.005,1.427,1.449
7479,46405991.495,1948,0,0,688,2.838,5,7.007,1.669,1.624
7521,46405991.516,1772,1,1,191,2.691,6,6.004,1.402,1.380
7448,46405991.537,4640,0,1,418,3.364,7,9.005,1.512,1.400
7512,46405991.557,1292,1,0,157,2.584,9,1.009,1.427,1.396
7481,46405991.577,1206,1,1,99,2.452,5,9.004,1.669,1.727
7526,46405991.598,2332,1,1,391,2.877,6,6.005,1.402,1.415
7450,46405991.618,3637,1,0,282,3.308,7,7.003,1.512,1.436
7515,46405991.638,94371840,1,0,126,37.481,9,14.789,1.427,1.346
7482,46405991.659,1525,0,0,596,2.682,5,1.004,1.669,1.659
7536,46405991.680,2975,0,0,516,3.130,6,0.004,1.402,1.345
7452,46405991.757,4892,1,0,61,3.550,7,9.008,1.512,1.491
7487,46405991.808,4634,1,1,980,3.398,5,7.004,1.669,1.679
7538,46405991.854,3514,1,1,154,3.177,6,4.003,1.402,1.340
7453,46405991.912,2869,1,0,713,3.126,7,7.004,1.512,1.529
7490,46405991.965,2733,0,0,642,3.069,5,2.008,1.669,1.628
7540,46405992.013,3463,1,1,619,3.166,6,0.003,1.402,1.273
7458,46405992.052,1231,0,0,233,2.552,7,3.003,1.512,1.511
7491,46405992.090,4208,0,0,589,3.392,5,4.005,1.669,1.605
7464,46405992.128,3770,1,1,222,3.232,7,0.008,1.512,1.436
7492,46405992.166,4339,0,1,536,3.311,5,3.004,1.669,1.571
7467,46405992.204,1294,1,1,605,2.494,7,5.007,1.512,1.464
7507,46405992.242,4611,0,1,904,3.359,5,6.004,1.669,1.581
7484,46405992.280,2922,0,1,9,3.017,7,9.004,1.512,1.540
7511,46405992.317,2685,1,0,153,3.077,5,7.004,1.669,1.616
7486,46405992.354,1440,0,1,173,2.555,7,5.004,1.512,1.561
7523,46405992.390,3479,0,0,361,3.246,5,7.004,1.669,1.643
7489,46405992.427,2253,1,0,421,2.950,7,5.012,1.512,1.568
7543,46405992.467,4678,0,0,306,3.476,5,9.003,1.669,1.691
7493,46405992.508,1737,0,1,30,2.670,7,4.009,1.512,1.565
7547,46405992.545,1265,0,0,514,2.568,5,2.010,1.669,1.645
7497,46405992.583,2789,0,1,369,2.984,7,3.008,1.512,1.537
7520,46405992.627,3239,1,1,797,3.115,9,3.008,1.427,1.327
7550,46406183.977,4108,0,1,771,3.269,1,3.005,1.618,1.583
7554,46406184.041,2332,0,1,376,2.861,4,0.502,0.577,0.557
7551,46406184.063,2288,0,1,329,2.848,5,6.006,1.645,1.668
7558,46406184.086,58720256,1,0,50,33.465,6,4.708,1.273,1.217
7500,46406184.108,1174,1,0,94,2.525,7,9.008,1.512,1.638
7525,46406184.130,3487,0,0,959,3.248,9,9.009,1.427,1.399
7552,46406184.150,2211,1,0,399,2.937,1,4.006,1.618,1.572
7557,46406184.171,1194,1,1,380,2.446,4,1.502,0.577,0.560
7564,46406184.193,3673,0,1,587,3.184,5,1.005,1.645,1.601
7567,46406184.214,5109,1,0,86,3.587,6,7.006,1.273,1.254
7501,46406184.234,2250,1,1,265,2.852,7,0.006,1.512,1.557
7528,46406184.254,4872,1,1,77,3.439,9,0.006,1.427,1.329
7556,46406184.274,4131,0,0,285,3.378,1,7.004,1.618,1.597
7560,46406184.294,2771,1,1,623,2.999,4,3.503,0.577,0.590
7574,46406184.314,3341,1,1,333,3.139,5,9.004,1.645,1.664
7571,46406184.333,2042,1,1,373,2.786,6,2.005,1.273,1.227
7502,46406184.353,3216,0,1,425,3.086,7,5.004,1.512,1.560
7539,46406184.371,79691776,0,1,781,33.344,9,16.056,1.427,1.287
7568,46406184.392,89128960,1,1,172,37.132,1,10.726,1.618,1.532
7562,46406184.412,2429,0,0,857,2.987,4,3.502,0.577,0.619
7582,46406184.435,1857,0,1,777,2.712,5,1.006,1.645,1.599
7580,46406184.453,1973,0,0,939,2.846,6,1.005,1.273,1.183
7503,46406184.472,2369,1,0,206,2.986,7,7.006,1.512,1.599
7541,46406184.491,2113,1,1,97,2.809,9,0.006,1.427,1.223
7569,46406184.511,3501,1,0,741,3.278,1,4.005,1.618,1.517
7566,46406184.530,2240,0,1,928,2.834,4,4.003,0.577,0.659
7588,46406184.548,3741,0,1,209,3.198,5,8.006,1.645,1.645
7581,46406184.565,3749,1,0,861,3.332,6,6.003,1.273,1.214
7504,46406184.582,4101,1,0,368,3.404,7,0.004,1.512,1.519
7544,46406184.601,1615,1,1,656,2.632,9,4.004,1.427,1.238
7576,46406184.619,1463,1,0,618,2.661,1,6.004,1.618,1.554
7570,46406184.636,3602,0,0,983,3.272,4,1.002,0.577,0.641
7593,46406184.652,2000,1,0,882,2.868,5,4.005,1.645,1.632
7583,46406184.671,4570,0,1,766,3.352,6,3.005,1.273,1.198
7508,46406184.690,2483,0,0,455,3.002,7,5.003,1.512,1.527
7561,46406184.711,2626,0,1,716,2.942,9,6.006,1.327,1.278
7577,46406184.729,2264,0,0,15,2.939,1,8.028,1.618,1.612
7573,46406184.747,1642,1,1,61,2.642,4,0.001,0.577,0.609
7594,46406184.766,2622,1,0,179,3.059,5,1.004,1.645,1.567
7586,46406184.785,5037,0,1,92,3.429,6,7.004,1.273,1.240
7510,46406184.804,3018,0,1,480,3.040,7,3.006,1.512,1.500
7565,46406184.822,88080384,0,1,827,34.139,9,51.732,1.327,1.290
7592,46406184.841,1214,1,1,108,2.456,1,6.005,1.618,1.654
7591,46406184.861,3369,0,0,857,3.222,4,1.502,0.577,0.602
7596,46406184.881,3917,0,0,757,3.336,5,4.004,1.645,1.549
7587,46406184.899,90177536,1,0,224,37.076,6,13.227,1.273,1.196
7513,46406184.918,1076,1,0,308,2.473,7,7.004,1.512,1.566
7572,46406184.937,4162,1,1,892,3.310,9,3.006,1.327,1.271
7597,46406184.955,2706,1,0,169,3.082,1,3.008,1.618,1.620
7595,46406184.972,67108864,1,0,658,34.549,4,3.245,0.577,0.577
7598,46406184.989,2184,0,1,61,2.817,5,9.009,1.645,1.631
7604,46406185.006,2563,0,1,141,2.925,6,5.005,1.273,1.222
7514,46406185.040,3247,1,0,317,3.219,7,4.004,1.512,1.550
7579,46406185.072,4528,0,0,499,3.450,9,5.003,1.327,1.280
7607,46406185.097,3051,0,1,596,3.048,1,7.005,1.618,1.654
7601,46406185.119,4875,0,1,797,3.403,4,3.003,0.577,0.592
7599,46406185.160,62914560,0,1,694,31.541,5,5.859,1.645,1.559
7613,46406185.191,2559,1,0,627,3.041,6,6.026,1.273,1.260
7527,46406185.271,4274,1,1,155,3.332,7,0.007,1.512,1.473
7585,46406185.299,4370,0,0,619,3.422,9,7.005,1.327,1.318
7612,46406185.320,88080384,0,1,988,34.139,1,6.143,1.618,1.580
7606,46406185.339,93323264,1,0,256,37.381,4,4.604,0.577,0.568
7603,46406185.358,5074,1,1,327,3.473,5,5.006,1.645,1.553
7632,46406185.386,2929,1,1,225,3.040,6,7.008,1.273,1.312
7542,46406185.409,2646,0,0,902,3.047,7,0.004,1.512,1.399
7600,46406185.429,2915,1,1,43,3.037,9,6.004,1.327,1.351
7615,46406185.446,2240,1,0,299,2.946,1,3.005,1.618,1.552
7620,46406185.465,4109,1,0,481,3.406,4,4.502,0.577,0.606
7609,46406185.482,2936,0,0,453,3.121,5,4.009,1.645,1.540
7634,46406185.503,3048,1,1,521,3.070,6,9.006,1.273,1.393
7549,46406185.526,4469,1,0,872,3.475,7,7.003,1.512,1.430
7605,46406185.547,87031808,0,1,32,34.043,9,19.818,1.327,1.312
7617,46406185.567,85983232,0,1,329,33.946,1,10.836,1.618,1.491
7622,46406185.587,1808,0,0,73,2.789,4,1.503,0.577,0.603
7610,46406185.608,3776,1,1,564,3.233,5,2.005,1.645,1.494
7642,46406185.627,1571,0,0,322,2.700,6,4.007,1.273,1.398
7553,46406185.646,2821,0,0,780,3.092,7,4.006,1.537,1.423
7616,46406185.665,3591,1,1,920,3.194,9,0.007,1.327,1.247
7624,46406185.685,2450,0,0,845,2.993,1,8.006,1.618,1.550
7623,46406185.705,2349,1,0,690,2.980,4,2.003,0.577,0.606
7611,46406185.725,3559,1,0,605,3.291,5,2.008,1.645,1.449
7644,46406185.744,57671680,0,1,65,30.902,6,5.204,1.273,1.336
7555,46406185.762,1906,0,1,356,2.729,7,5.005,1.537,1.444
7626,46406185.781,5065,0,1,23,3.434,9,8.005,1.327,1.301
7638,46406185.800,3568,0,1,4,3.162,1,4.004,1.618,1.536
7630,46406185.823,1272,0,1,907,2.481,4,2.003,0.577,0.616
7614,46406185.840,4625,1,0,786,3.503,5,4.005,1.645,1.434
7646,46406185.857,1671,0,1,628,2.646,6,5.004,1.273,1.364
7563,46406185.874,4930,1,1,808,3.449,7,5.007,1.537,1.444
7628,46406185.893,4475,1,0,821,3.476,9,9.006,1.327,1.366
7647,46406185.915,3538,0,1,237,3.156,1,8.003,1.618,1.586
7631,46406185.932,3326,1,0,501,3.238,4,4.502,0.577,0.655
7618,46406185.948,4500,0,1,214,3.340,5,6.004,1.645,1.452
7651,46406185.966,1171,1,1,363,2.434,6,6.003,1.273,1.419
7578,46406185.985,2220,0,1,222,2.828,7,7.009,1.537,1.496
7648,46406186.003,1998,0,1,895,2.759,9,7.004,1.327,1.424
7650,46406186.022,2876,0,0,379,3.106,1,0.009,1.618,1.507
7636,46406186.041,4214,1,1,350,3.320,4,0.002,0.577,0.622
7621,46406186.060,4073,1,0,571,3.398,5,0.004,1.645,1.380
7653,46406186.079,1162,0,0,373,2.518,6,1.004,1.273,1.368
7584,46406186.098,4929,0,0,855,3.519,7,5.005,1.537,1.492
7661,46406186.122,2928,0,0,733,3.119,9,1.005,1.327,1.369
7658,46406186.143,3322,1,0,229,3.237,1,1.004,1.618,1.447
7637,46406186.162,4713,0,0,88,3.482,4,1.502,0.577,0.613
7625,46406186.181,2163,0,0,974,2.908,5,0.004,1.645,1.311
7666,46406186.201,3538,1,0,74,3.286,6,5.005,1.273,1.376
7589,46406186.219,1561,1,0,672,2.703,7,2.004,1.537,1.455
7669,46406186.241,63963136,1,1,662,34.262,9,17.261,1.327,1.326
7671,46406186.265,63963136,1,1,59,34.262,1,9.026,1.618,1.388
7641,46406186.290,2302,0,1,350,2.853,4,0.001,0.577,0.582
7633,46406192.131,2498,0,0,105,3.006,5,1.002,1.645,1.262
7675,46406192.153,1448,1,1,412,2.563,6,7.007,1.273,1.444
7590,46406192.171,4852,1,1,81,3.436,7,7.006,1.537,1.484
7677,46406192.188,63963136,1,0,494,34.156,1,9.846,1.618,1.333
7652,46406192.207,3674,0,0,131,3.287,4,3.001,0.577,0.599
7643,46406192.226,1670,1,1,722,2.653,5,8.003,1.645,1.350
7680,46406192.243,1533,1,0,885,2.691,6,8.007,1.273,1.520
7602,46406192.262,2087,1,1,635,2.800,7,7.006,1.537,1.535
7706,46406192.281,3002,0,0,926,3.137,1,8.007,1.618,1.394
7656,46406192.300,1878,1,1,724,2.730,4,3.502,0.577,0.633
7649,46406192.318,1664,0,0,960,2.736,5,9.004,1.645,1.447
7681,46406192.337,5029,1,0,838,3.574,6,3.005,1.273,1.486
7608,46406192.356,4556,0,1,425,3.349,7,9.004,1.537,1.593
7749,46406192.376,3322,1,0,699,3.237,1,1.011,1.618,1.340
7659,46406192.395,1650,0,0,435,2.731,4,4.003,0.577,0.675
7662,46406192.414,58720256,0,1,255,31.033,5,7.430,1.645,1.386
7687,46406192.437,2624,1,0,717,3.060,6,1.006,1.273,1.429
7627,46406192.459,2109,1,1,279,2.807,7,8.005,1.537,1.655
7757,46406192.478,2524,1,1,489,2.932,1,0.005,1.618,1.273
7663,46406192.498,3062,0,1,500,3.050,4,0.004,0.577,0.641
7670,46406192.521,2627,0,1,938,2.942,5,2.008,1.645,1.351
7694,46406192.547,1984,1,1,623,2.766,6,9.006,1.273,1.520
7629,46406192.566,1758,0,1,565,2.677,7,6.005,1.537,1.685
7768,46406192.583,3188,0,1,363,3.080,1,4.005,1.618,1.274
7664,46406192.605,1284,0,1,936,2.487,4,2.502,0.577,0.659
7676,46406192.623,4329,1,1,103,3.342,5,7.007,1.645,1.388
7708,46406192.638,3601,1,0,885,3.300,6,5.005,1.273,1.520
7635,46406192.659,4213,0,1,211,3.288,7,3.006,1.537,1.646
7776,46406192.678,3309,0,1,346,3.107,1,3.004,1.618,1.259
7674,46406192.696,4389,1,0,670,3.460,4,3.503,0.577,0.677
7684,46406192.714,3383,1,0,771,3.251,5,2.007,1.645,1.350
7713,46406192.730,4363,0,1,603,3.315,6,0.005,1.273,1.444
7639,46406192.748,2320,1,0,431,2.971,7,3.005,1.537,1.615
7778,46406192.765,82837504,0,1,963,33.649,1,10.573,1.618,1.211
7691,46406192.787,4597,1,1,448,3.391,4,4.002,0.577,0.702
7686,46406192.804,3269,1,0,756,3.225,5,7.005,1.645,1.391
7716,46406192.822,2279,1,1,611,2.861,6,9.005,1.273,1.529
7645,46406192.839,2329,1,1,179,2.876,7,8.005,1.537,1.673
7782,46406192.854,2188,0,0,709,2.915,1,9.005,1.618,1.305
7693,46406192.873,3847,0,1,589,3.219,4,3.002,0.577,0.713
7688,46406192.891,2063,0,1,93,2.780,5,5.007,1.645,1.412
7719,46406192.907,2398,0,1,45,2.880,6,1.011,1.273,1.470
7654,46406192.926,1692,0,1,814,2.653,7,1.003,1.537,1.608
7789,46406192.943,4660,1,0,704,3.509,1,4.011,1.618,1.297
7695,46406192.959,3848,0,1,670,3.219,4,4.002,0.577,0.740
7689,46406192.975,3530,0,0,25,3.257,5,5.003,1.645,1.418
7722,46406192.993,1990,1,0,651,2.864,6,9.006,1.273,1.554
7655,46406193.010,4884,0,1,448,3.404,7,2.003,1.537,1.557
7696,46406193.028,2813,0,1,351,2.990,4,1.003,0.577,0.720
7690,46406193.046,1830,1,1,744,2.713,5,6.004,1.645,1.458
7724,46406193.063,1814,0,1,287,2.697,6,3.007,1.273,1.532
7657,46406193.080,3361,1,0,433,3.246,7,3.004,1.537,1.526
7701,46406193.096,3191,0,0,934,3.182,4,1.502,0.577,0.707
7699,46406193.116,67108864,1,0,354,34.549,5,16.033,1.645,1.408
7725,46406193.133,2099,1,0,34,2.901,6,0.006,1.273,1.455
7660,46406193.148,3300,0,0,539,3.206,7,2.005,1.537,1.481
7702,46406193.166,3098,1,0,17,3.183,4,0.002,0.577,0.672
7705,46406193.188,1666,1,1,984,2.652,5,2.007,1.645,1.375
7726,46406193.206,2913,1,0,103,3.137,6,6.005,1.273,1.478
7665,46406193.229,4163,0,1,405,3.279,7,8.004,1.537,1.529
7703,46406193.246,89128960,1,0,731,36.972,4,5.733,0.577,0.646
7712,46406193.262,4671,0,1,534,3.369,5,3.007,1.645,1.351
7667,46406193.280,4550,1,1,950,3.383,7,5.013,1.537,1.526
7707,46406193.297,1150,1,1,430,2.424,4,1.003,0.577,0.635
7720,46406193.312,2112,1,0,898,2.905,5,2.006,1.645,1.318
7709,46406193.331,4026,0,1,238,3.253,4,1.002,0.577,0.618
7727,46406193.348,2455,0,0,820,2.994,5,5.005,1.645,1.336
7730,46406193.367,3062,0,1,230,3.050,6,6.004,1.273,1.503
7673,46406193.383,55574528,1,1,409,33.114,9,16.724,1.327,1.285
7714,46406193.400,1798,1,1,302,2.701,4,3.002,0.577,0.643
7742,46406193.417,1712,0,1,450,2.661,5,5.004,1.645,1.363
7733,46406377.183,1687,0,0,237,2.745,6,6.004,1.273,1.537
7668,46406377.257,81788928,0,0,943,33.414,7,192.246,1.537,1.738
7267,46406377.278,95420416,0,0,214,34.629,8,545.394,1.574,2.143
7682,46406377.299,1922,0,0,316,2.829,9,6.005,1.327,1.327
7793,46406377.320,4466,1,1,449,3.367,1,6.005,1.297,1.322
7715,46406377.338,1742,1,0,320,2.775,4,2.502,0.577,0.656
7743,46406377.357,4691,1,1,513,3.408,5,6.004,1.645,1.383
7736,46406377.372,3426,0,1,796,3.132,6,5.004,1.273,1.540
7678,46406377.390,3320,0,0,904,3.211,7,3.005,1.537,1.698
7270,46406377.411,1355,1,1,996,2.522,8,5.005,1.574,2.135
7692,46406377.429,1631,1,1,820,2.638,9,9.004,1.327,1.431
7797,46406377.445,3162,0,1,678,3.074,1,6.005,1.297,1.353
7718,46406377.463,1265,0,0,949,2.568,4,0.502,0.577,0.633
7744,46406377.479,2617,1,0,327,3.058,5,2.003,1.645,1.347
7750,46406377.495,2235,1,1,435,2.847,6,6.005,1.273,1.569
7679,46406377.512,1230,0,1,244,2.462,7,3.004,1.537,1.674
7298,46406377.528,3165,0,1,159,3.074,8,5.004,1.574,2.110
7698,46406377.544,3823,0,1,2,3.214,9,6.006,1.327,1.453
7798,46406377.560,5084,0,0,703,3.544,1,6.005,1.297,1.370
7737,46406377.576,3298,0,1,236,3.104,4,0.501,0.577,0.609
7754,46406377.592,2322,0,1,64,2.858,5,2.003,1.645,1.314
7751,46406377.608,5101,1,1,320,3.478,6,1.006,1.273,1.505
7683,46406377.624,3229,1,1,662,3.113,7,5.003,1.537,1.670
7307,46406377.640,2381,1,1,868,2.891,8,3.019,1.574,2.057
7710,46406377.656,2726,1,1,623,2.988,9,3.004,1.327,1.431
7800,46406377.672,2194,1,0,452,2.932,1,7.006,1.297,1.421
7738,46406377.688,3964,1,0,33,3.376,4,2.002,0.577,0.608
7759,46406377.704,67108864,1,0,782,34.549,5,10.966,1.645,1.264
7755,46406377.721,103809024,1,1,7,38.530,6,16.424,1.273,1.451
7697,46406377.736,4569,0,0,498,3.457,7,6.012,1.537,1.674
7314,46406377.752,1597,1,1,35,2.625,8,6.009,1.574,2.068
7732,46406377.767,3221,1,1,283,3.111,9,7.005,1.327,1.472
7809,46406377.783,3035,1,1,707,3.066,1,4.005,1.297,1.415
7760,46406377.799,4616,0,1,141,3.360,4,2.503,0.577,0.615
7761,46406377.816,1453,1,0,893,2.657,5,3.007,1.645,1.258
7763,46406377.832,71303168,0,1,894,32.483,6,9.118,1.273,1.392
7704,46406377.848,3560,1,1,117,3.187,7,0.004,1.537,1.590
7317,46406377.864,1446,0,1,969,2.557,8,0.003,1.574,1.965
7739,46406377.880,2054,0,1,962,2.777,9,1.006,1.327,1.416
7810,46406377.896,1405,0,1,980,2.540,1,5.004,1.297,1.443
7762,46406377.912,4090,0,0,996,3.370,4,1.503,0.577,0.607
7775,46406377.927,4438,0,0,476,3.434,5,1.006,1.645,1.210
7769,46406377.943,3607,0,1,891,3.170,6,2.006,1.273,1.354
7711,46406377.959,1250,0,0,881,2.561,7,0.004,1.537,1.511
7320,46406377.975,1341,0,0,127,2.603,8,5.003,1.574,1.963
7752,46406377.990,2606,0,0,61,3.036,9,2.003,1.327,1.378
7812,46406378.014,4978,0,1,369,3.420,1,7.004,1.297,1.473
7766,46406378.036,3352,0,1,609,3.116,4,0.003,0.577,0.577
7792,46406378.054,4960,0,1,167,3.417,5,1.004,1.363,1.164
7773,46406378.071,3572,0,1,845,3.163,6,5.003,1.273,1.366
7756,46406378.089,3054,0,1,218,3.049,9,3.004,1.327,1.359
7813,46406378.106,1574,1,1,466,2.615,1,0.003,1.297,1.400
7770,46406378.123,1738,0,0,553,2.764,4,4.503,0.577,0.629
7802,46406378.139,2838,0,1,564,2.996,5,7.003,1.363,1.222
7787,46406378.156,4485,1,0,481,3.478,6,0.005,1.273,1.297
7765,46406378.172,2688,1,0,979,3.077,9,5.007,1.327,1.372
7822,46406378.188,1404,0,0,180,2.631,1,4.003,1.297,1.406
7771,46406378.204,1029,0,1,936,2.361,4,2.503,0.577,0.651
7819,46406378.220,1838,0,1,119,2.705,5,6.004,1.363,1.272
7794,46406378.236,63963136,0,1,986,31.663,6,9.774,1.503,1.248
7772,46406378.252,4362,1,0,734,3.454,9,0.004,1.327,1.304
7828,46406378.269,2650,1,0,709,3.067,1,5.005,1.297,1.417
7779,46406378.285,1943,1,0,810,2.848,4,3.003,0.577,0.671
7821,46406378.300,2517,1,0,525,3.029,5,7.004,1.363,1.324
7795,46406378.316,1861,0,1,757,2.713,6,2.008,1.503,1.223
7780,46406378.332,1717,1,0,45,2.765,9,6.004,1.327,1.347
7831,46406378.349,55574528,1,1,257,33.114,1,4.222,1.297,1.353
7790,46406378.365,1498,0,0,186,2.671,4,1.003,0.577,0.656
7832,46406378.381,1361,1,1,126,2.525,5,2.003,1.363,1.298
7799,46406378.397,3268,1,0,548,3.224,6,0.005,1.503,1.161
7781,46406378.413,5028,0,0,880,3.535,9,0.004,1.327,1.280
7833,46406378.429,3635,0,1,155,3.176,1,9.006,1.297,1.427
7791,46406378.445,3402,0,0,329,3.229,4,1.501,0.618,0.647
7834,46406378.461,3739,1,1,459,3.225,5,7.006,1.363,1.341
7807,46406378.477,1629,1,0,347,2.731,6,3.004,1.503,1.158
